TimeDateStamp,Characteristics,MajorLinkerVersion,SizeOfInitializedData,AddressOfEntryPoint,CheckSum,DllCharacteristics,SectionMinEntropy,SectionMaxPhysical,SectionMaxChar,DirectoryEntryImport,DirectoryEntryImportSize,DirectoryEntryExport,ImageDirectoryEntryResource,ImageDirectoryEntrySecurity,Malware
1396445653,258,10,381952,59802,571797,33088,4.078189081279932,333764,3221225536,7,114,0,172032,502016,1
1195784368,271,6,32768,11220,0,0,1.778939322380418,184320,3758096512,1,155,0,229376,0,1
1416988257,8974,5,32768,4096,0,0,0.0,73728,3221225536,4,80,1,122880,0,1
708992537,33167,2,17920,42488,111779437,32768,0.0,40240,3221225536,8,96,0,69632,1013024,1
1208111915,271,7,27648,65536,95375,32768,0.0,26328,3758096416,8,91,0,36864,0,1
1260053441,271,6,119808,12491,1480419257,32768,0.0,272912,3221225600,8,155,0,184320,1480379592,1
1433238446,258,10,12288,630144,0,33088,0.0,417792,3758096512,11,16,0,634880,225408,1
708992537,33166,2,21504,49600,2472475,32768,0.0,47336,3221225536,11,114,0,86016,2418880,1
1401051618,259,9,62464,61815,285889,33024,2.9830865907814386,156881,3221225536,2,76,0,196608,220672,1
1444318108,33166,2,143360,599968,0,0,0.0,591108,3221225536,15,401,0,761856,0,1
1399209558,258,10,383488,59882,541299,33088,4.226479277275959,334084,3221225536,7,113,0,172032,503552,1
1234348029,8462,6,40960,4524,333378,0,0.0,294930,3221225536,1,42,4,319488,0,1
1416988312,8974,5,32768,4096,0,0,0.0,73728,3221225536,4,80,1,122880,0,1
1260053446,271,6,119808,12860,546107,32768,0.0,110488,3221225600,8,155,0,184320,526512,1
1068543896,270,6,417792,147680,0,0,0.0,365952,3221225536,10,298,0,286720,0,1
1352174109,34,10,33792,81180,261170,0,0.1648548058719149,165992,3791650848,5,210,0,229376,0,1
1422411783,258,10,246272,141941,512404,33088,3.507252094439416,236123,3221225536,9,199,0,319488,465920,1
1271404072,35,9,180736,119932,802598,33024,2.170591479011837,613057,3221225536,16,517,0,856064,0,1
1250420740,35,9,29696,52864,0,33024,0.3286774675255742,85696,3221225536,9,161,0,163840,0,1
1390495981,258,11,300544,7099,2018203280,33088,2.103997970615336,263184,3221225536,3,75,0,73728,327680,1
1330111199,258,10,445952,14819,5089414,34112,0.0,823296,3221225600,8,172,0,1294336,5027152,1
1363919602,8450,8,1536,16702,0,34112,0.0776331623432416,8516,1610612768,1,1,0,24576,0,1
1363112041,258,11,798720,102300,1159997,32832,4.642793093396221,655140,3221225536,1,82,0,1044480,1148416,1
1400490723,258,11,573952,16517,2018288448,33088,0.2935943073116089,733184,3758096416,4,7,0,737280,411136,1
1441718539,271,6,53248,3570951,1685101,0,0.0,1581792,3758096480,5,10,0,3592192,0,1
1368815052,258,11,747520,99392,891814,32832,4.629937780701826,643072,3221225536,3,99,0,872448,0,1
1427453368,8450,9,424960,152080,589056,320,3.877963547167526,375582,3221225536,5,144,0,573440,0,1
1392230476,258,11,130048,15741,213271,33088,2.7183438883560718,70652,3221225536,7,105,0,122880,192512,1
1247529507,34,9,171008,51656,286435,32832,0.2013443283882104,167936,3221225536,7,152,0,77824,0,1
1438594507,258,10,75776,58012,205533,33088,3.174084775881985,112856,3221225536,4,100,0,167936,182272,1
1387178164,8450,8,614400,691569,1444322,256,3.2670077533536834,760478,3221225536,30,852,306,1257472,1380352,1
1401377170,258,10,380416,59610,536794,33088,4.2179376571356935,330808,3221225536,6,107,0,172032,499968,1
1318121747,271,6,4096,536336,0,0,0.0,356352,3758096512,3,8,0,540672,0,1
1364482166,33167,2,94208,3137488,993024,0,0.0,2252800,3758096512,13,18,0,3141632,975872,1
708992537,33166,2,21504,49600,2463707,32768,0.0,47336,3221225536,11,114,0,86016,2423456,1
1364374261,258,10,199680,67942,432014,33088,0.0,163519,3221225536,5,124,0,249856,364544,1
1267095478,271,6,253952,566104,266661,0,0.0,524288,3758096608,10,15,0,528384,147456,1
1363078305,258,8,306688,5339,361185,34112,0.0,174080,3221225536,3,41,0,20480,315392,1
1271349597,8462,6,57344,4692,853264,0,0.0,813662,3221225536,1,59,4,843776,0,1
1391767866,271,6,147456,12708,0,0,1.2812058621513878,122880,3221225536,4,71,0,65536,0,1
1440793133,271,6,4096,60464,0,0,0.0,45056,3774873728,6,11,0,61440,1,1
708992537,33167,2,18432,110548,0,0,0.0,106516,3221225536,10,125,0,143360,0,1
708992537,33166,2,70144,552961,0,0,0.0,458752,4227858496,10,12,0,532480,0,1
1265318128,258,9,201728,7023,0,33088,5.326478066908552,178344,3221225536,13,142,0,57344,0,1
1247529507,34,9,136704,51656,226633,32832,0.2013443283882104,135168,3221225536,7,152,0,77824,0,1
1370322828,258,10,16384,225344,0,33088,0.0,147456,3758096512,11,16,0,229376,95280,1
1432110874,8450,10,86528,340985,543019,320,4.183737477586626,420787,3221225536,1,77,11,536576,508416,1
1334859507,258,11,316928,6128,380407,33792,0.05679647165666,168305,3221225536,1,3,0,237568,324096,1
1439375954,258,12,260096,561777,1197297,33088,3.8764156479446528,940143,3221225536,12,256,0,1163264,1182720,1
1260053452,271,6,164864,12538,1641773,32768,0.0,415080,3221225600,8,155,0,266240,1625584,1
1382784442,258,11,707072,98418,840700,32832,4.645992962495396,598234,3221225536,3,97,0,835584,0,1
1242914467,783,7,8192,327104,0,0,0.0,200704,3758096512,2,7,0,327680,0,1
1348276963,258,11,616448,256790,904071,32832,4.8312816457292405,303590,3221225536,3,99,0,901120,0,1
1260053452,271,6,164864,12538,0,32768,0.0,356352,3221225600,8,155,0,548864,0,1
1351252613,258,11,714752,180646,968098,32832,5.482188950563444,388966,3221225536,3,99,0,917504,0,1
1406108120,258,9,421376,15230,2018103056,33088,0.2975005573116089,552960,3758096416,4,7,0,557056,226816,1
1390702878,783,2,66560,4416,0,0,0.0,45980,3227516992,2,43,0,81920,67584,1
1287224909,258,11,2222592,46772,231868,0,4.344551324984321,2131128,3221225536,7,75,0,2338816,0,1
1394542690,258,9,549376,452732,1169588,32832,4.560057249455929,604016,3221225536,17,467,0,839680,0,1
1437477028,8450,9,582144,7712768,3001729,320,0.2607712760482558,3477504,3758096448,11,11,1,2314240,2954240,1
1423987231,259,9,175104,120779,0,33024,3.465549868754234,165770,3221225536,10,215,0,331776,0,1
708992537,33167,2,61440,1041760,10800343,0,0.0,651264,3758096512,12,17,0,1044480,445952,1
1091599365,271,7,5120,22318,0,32768,0.5703487154164744,21650,3758096416,6,111,0,32768,0,1
1252502603,259,9,139264,2399696,37964650,33792,0.0,2375680,3758096512,8,13,0,2400256,37898760,1
1299008328,47,1,1024,8192,24913,256,1.9528046073731835,665,3221225536,2,7,0,0,0,1
1327309696,271,6,348160,4984,0,0,3.3379535361250787,343235,3221225536,1,60,0,507904,0,1
437875200,271,6,20480,4364,113734,0,0.0,57721,3758096480,1,26,0,61440,0,1
1408620493,258,11,38400,53175,779543,32832,2.1366512718555364,86560,3221225536,1,80,0,126976,715752,1
1302494568,271,6,180224,51278,1085985,0,4.509825129557437,140800,3758096448,9,271,0,172032,0,1
1362589801,258,11,8192,1047472,477360,33088,0.0,589824,3758096512,0,0,0,1048576,462848,1
1396925069,258,8,205824,202246,0,34112,0.1019104256627077,194060,1610612768,1,1,0,212992,0,1
1401203211,258,12,261632,12006,363513,33088,3.4349960088389824,215568,3221225536,3,87,0,114688,319488,1
1018293425,258,9,30720,82866,0,32768,0.5499474582600534,29696,3758096480,4,62,0,16384,0,1
1086362287,8462,6,20480,81920,0,0,2.3580408797382795,53346,3758096416,8,94,4,73728,0,1
708992537,33166,2,21504,49600,1672497,32768,0.0,47336,3221225536,11,114,0,86016,1627656,1
1363078305,258,8,275968,5339,299730,34112,0.0,143360,3221225536,3,41,0,20480,284672,1
1328561581,271,6,94208,18892,317569,0,0.0,212974,3758096480,1,159,0,290816,0,1
1333858185,263,2,8192,4664,31158,0,0.0,3056,3224371328,3,36,0,0,0,1
1445112414,258,9,291328,366347,0,33088,4.326382731689065,457878,3221225536,10,274,253,671744,0,1
1337234956,8462,7,36864,40293,0,0,2.052177722872196,70020,3221225536,5,78,0,102400,0,1
1284002075,259,9,8192,473120,190967,32768,0.0,299008,3758096512,9,14,0,475136,179712,1
1392230476,258,11,130048,15741,213271,33088,2.7183438883560718,70652,3221225536,7,105,0,122880,192512,1
1396011918,258,9,556032,460380,1176485,32832,4.575479330943879,613384,3221225536,18,468,0,856064,0,1
708992537,33167,2,316416,1470945,740311,0,0.0,1031016,3791650848,22,463,0,1146880,696320,1
1308030743,271,6,8192,12852,164438,0,0.0,126932,3221225536,1,126,0,135168,0,1
1435636937,8450,8,647168,419283,1218451,0,3.837301356315461,545886,3221225536,14,288,8,1097728,1146880,1
708992537,33166,2,565760,32264,0,0,0.0,559080,3221225536,7,69,0,57344,0,1
1046448796,8462,4,109568,6672,0,0,0.956945500897012,102392,3758096416,4,55,5,28672,0,1
1438265226,258,12,484864,71860,680799,33088,4.599404226026832,485928,3221225536,2,67,0,679936,630272,1
1260053452,271,6,164864,12538,1013644,32768,0.0,154712,3221225600,8,155,0,258048,988616,1
1445254042,771,12,869888,4682907,1290496,33024,5.538452042160635,4677632,3758096608,21,22,0,4689920,1258592,1
1435048475,8450,11,1536,1107998,1159694,34112,0.1019104256627077,1099812,1610612768,1,1,0,1114112,1102336,1
1118225113,271,6,16384,9700,0,0,1.044947409243774,6148,3221225536,6,73,0,24576,0,1
1299402573,271,6,147456,20496,0,0,0.0,116476,3221225536,9,90,0,167936,0,1
1338067758,271,6,12288,4364,62535,0,0.0,20184,3221225536,1,26,0,32768,0,1
708992537,33167,2,13824,42488,0,32768,0.0,40240,3221225536,8,96,0,69632,0,1
1305882175,34,9,21504,66488,115797,0,1.05842650490978,28406,3791650848,2,76,0,69632,53760,1
1259939460,34,9,67072,56604,244435,33088,3.9077970965609854,137594,3221225536,3,103,0,225280,205824,1
1310743377,259,9,8192,473728,221826,32768,0.0,266240,3758096512,10,15,0,475136,212992,1
1326106667,8450,9,7680,5016,47178,320,3.3474187368746446,4179,3221225536,3,50,25,24576,0,1
1878317925,259,10,4096,22400,0,33024,0.0,16384,3758096512,6,11,0,0,0,1
1363078305,258,8,318464,5339,336457,34112,0.0,177152,3221225536,3,41,0,20480,327168,1
1290097655,271,6,35328,84740,153019,0,0.0203931352360849,104938,3221226048,4,122,0,159744,0,1
1337198814,8450,8,8192,56398,0,34112,0.0131269437212195,48212,1610612768,1,1,0,57344,0,1
1445359739,271,2,217088,4096,0,0,3.95656327413392,210268,3221225536,6,72,0,323584,0,1
1260053452,271,6,164864,12538,987311,32768,0.0,154712,3221225600,8,155,0,286720,939304,1
1199093546,259,8,139264,5053,0,0,3.6228624502374847,137604,3221225536,4,25,0,0,0,1
1420504568,271,5,5632,4096,0,0,3.312419348347208,548864,3221487648,5,7,0,561152,0,1
1392230476,258,11,130048,15741,213271,33088,2.7183438883560718,70652,3221225536,7,105,0,122880,192512,1
1260053532,271,6,308224,12538,581953,32768,0.0,298072,3221225600,8,155,0,614400,539904,1
1389095398,271,6,81920,147456,0,0,5.607249842021194,61440,3758096448,1,3,0,118784,0,1
1260053521,271,6,265728,12491,0,32768,0.0,2416640,3221225600,8,155,0,2707456,0,1
1444317661,259,12,905216,4096,1246912,33024,5.589698874177705,4714496,3758096416,21,24,0,4718592,1286104,1
1433338864,8482,12,183808,69089,0,320,3.2912731313384103,158096,3221225536,1,68,142,311296,0,1
708992537,33167,2,20480,16644,0,0,4.482695165937777,229376,3758096512,5,20,0,413696,0,1
1213262292,8450,8,243712,798720,875257,320,4.207739422150299,540647,3758096416,8,131,5,761856,0,1
1014841547,271,6,4096,108816,0,0,0.0,65536,3758096512,6,8,0,110592,0,1
1260053532,271,6,308224,12538,642446,32768,0.0,298072,3221225600,8,155,0,614400,590640,1
1223365336,271,6,1093632,113394,0,0,3.9741088077174616,1062108,3758096416,13,374,0,1208320,0,1
1209823718,271,6,119808,12468,0,0,0.0,266240,3221225600,8,155,0,413696,0,1
1441756875,258,8,32256,361342,0,34112,0.0980041756627077,353156,1610612768,1,1,0,368640,0,1
1408620493,258,11,38400,53175,746654,32832,2.1366512718555364,86560,3221225536,1,80,0,126976,715800,1
1189017670,259,8,144384,13241,0,1024,0.0,132632,3221225600,8,167,0,270336,0,1
0,8450,11,19456,0,61043,1344,3.5401588707855973,20480,1073741888,0,0,0,4096,0,1
1408892604,258,11,38400,56053,742061,32832,2.1349943853977065,89440,3221225536,1,80,0,126976,696728,1
1435476490,271,2,20480,8354,0,0,3.335879109495882,5375,4194304039,5,222,0,24576,1,1
1201911790,271,6,8192,4332,50679,0,0.0,33884,3221225536,1,23,0,45056,0,1
1345601233,258,8,287744,5339,359718,34112,0.0,156672,3221225536,3,41,0,20480,296448,1
939317766,33166,2,8192,62716,0,0,0.0,59392,4026531936,7,51,0,94208,0,1
1264660004,271,6,49152,60080,207474,0,5.319528339741048,95770,3221225536,3,57,0,0,0,1
1439017250,271,6,1331200,802149,0,0,5.271861089847796,1220362,3221225536,13,466,0,2428928,0,1
1408986821,258,11,47616,50293,712235,32832,2.1419439440175005,83680,3221225536,1,80,0,122880,693624,1
1394275002,258,11,346112,12541,2018268032,33088,2.4889624702092226,286224,3221225536,3,76,0,106496,394752,1
1405597373,259,11,74240,88334,226817,33024,1.9952969723514868,141157,3221225536,4,94,0,217088,205824,1
1346064715,258,11,747520,99392,914464,32832,4.656598521417564,643072,3221225536,3,99,0,872448,0,1
558322502,33167,0,8704,340,0,0,0.0,45056,3221225696,1,2,0,49152,0,1
1445335381,258,11,1073664,27091,1264204,33088,3.830433824468426,1023956,3221225536,1,78,0,200704,1216000,1
1395329329,258,9,322048,9481,2018238336,33088,3.554523944437612,284140,3221225536,4,83,0,90112,365056,1
1363078305,258,8,316416,5339,334102,34112,0.0,175104,3221225536,3,41,0,20480,325120,1
1361548253,258,11,710656,101122,843928,32832,4.645562554321548,602330,3221225536,3,98,0,835584,0,1
1283535341,34,10,27648,34012,138109,33088,2.357186179562716,57574,3221225536,4,74,0,102400,0,1
1391514521,258,10,282112,5494,2018190656,33088,2.1048463591905904,263656,3221225536,3,74,0,61440,314368,1
1091606674,271,6,0,117034,0,0,2.7160713890060304,114688,3758096416,2,2,0,0,0,1
708992537,33167,2,13824,42488,0,32768,0.0,40240,3221225536,8,96,0,69632,0,1
1231212282,271,6,28672,4404,136838,0,0.0,41256,3221225536,1,30,0,53248,0,1
1416988347,8974,5,32768,4096,0,0,0.0,73728,3221225536,4,80,1,122880,0,1
1444487823,33167,2,53248,70588,4190639,33088,0.0,61748,3221225536,11,120,0,114688,4155064,1
1382615136,258,11,727040,100624,872556,32832,4.61538237365065,622592,3221225536,3,99,0,851968,0,1
1069677939,33166,2,1536,51063,0,0,0.0,36348,4026531936,1,1,0,0,0,1
1327952874,34,9,338432,79728,506438,32768,2.1559193465531443,286688,3221225536,6,202,0,180224,455680,1
1184920294,271,6,25088,6678,0,0,3.791462914063343,22112,3221225536,4,72,0,16384,0,1
1331643366,270,2,7168,4544,305824,0,1.8631342934142685,262160,3221225536,2,6,0,278528,272896,1
1208139127,8462,7,3072,24576,30788,1024,0.0,8192,3758096480,3,61,56,16384,0,1
708992537,33167,2,32768,1119232,1757499971,0,0.0,589824,3758096512,6,11,0,1122304,556032,1
1145528815,8462,7,36864,73728,0,0,2.8466777557955307,61440,3758096416,2,59,1,53248,0,1
1185380927,271,6,241664,37603,0,0,2.7753748399580367,232264,3221225536,8,114,0,0,0,1
708992537,41358,2,4096,117168,0,1,0.0,94208,3758096608,7,8,1,118784,0,1
1299587833,34,10,2979840,50000,3081901,33088,0.2177699554580462,2977792,3221225536,7,154,0,77824,0,1
1320243238,259,8,0,180344,364923,0,1.108030084510122,622592,3758096416,11,11,0,630784,0,1
708992537,33166,2,21504,49600,3280604,32768,0.0,47336,3221225536,11,114,0,86016,3252632,1
1401269462,258,12,261120,13677,341002,33088,3.435561927888497,215536,3221225536,3,87,0,114688,318976,1
1260053532,271,6,308224,12538,574791,32768,0.0,298072,3221225600,8,155,0,614400,536944,1
1198489263,259,8,65536,122270,391410,0,3.4614025129370614,257212,3221225536,4,155,0,339968,327680,1
1351228026,271,6,61440,4712,233758,0,0.0,191424,3221225536,1,60,0,233472,0,1
1363078305,258,8,308224,5339,342679,34112,0.0,175616,3221225536,3,41,0,20480,316928,1
1399209558,258,10,383488,59882,516536,33088,4.226479277275959,334084,3221225536,7,113,0,172032,503552,1
1260053446,271,6,119808,12860,0,32768,0.0,110488,3221225600,8,155,0,188416,426312,1
1395161877,258,11,357888,12374,2018264208,33088,2.491886311435655,287248,3221225536,3,73,0,102400,388608,1
1208111664,271,8,7168,44278,159593,32832,2.9918394694681845,266240,3758096416,9,188,192,135168,0,1
1400227623,258,12,208896,21885,308540,33088,3.532043842228113,160176,3221225536,7,101,0,139264,286208,1
708992537,33166,2,21504,105316,168925,0,0.0,101320,3221225536,22,246,0,139264,0,1
1423302816,271,5,5632,4096,0,0,0.0776331623432416,966656,3221487648,3,4,0,978944,0,1
1425466405,258,10,235520,87985,408071,33088,2.654076717752355,169136,3221225536,3,87,0,356352,397824,1
708992537,33166,2,643584,1906755,0,0,0.0,725996,3791650848,14,19,0,831488,0,1
1332459076,271,6,81920,81317,5283566,0,0.0,108010,3221225536,0,0,0,192512,5252528,1
1172916111,35,8,54784,167652,0,32768,1.972876678422347,77631,3758096480,5,98,0,139264,0,1
708992537,33167,2,32768,40000,748451,0,0.0,37732,3221225536,8,96,0,69632,691032,1
1337480625,258,11,193024,33724,272558,32832,2.173526098532577,54368,3221225536,1,67,0,237568,228864,1
1373799977,8450,10,2560,4960,0,1344,2.646947821321936,1077,3221225536,3,6,9,0,0,1
1334095149,271,6,20480,4452,141163,0,0.0,102332,3221225536,1,35,0,110592,0,1
1430081181,8450,8,8192,80478,0,34112,0.0164084645156256,72292,1610612768,1,1,0,81920,0,1
1444908378,259,10,347136,1355521,2003010,32768,0.0,1625415,3221225536,0,0,0,1990656,0,1
1391795269,258,10,282624,5491,2018190512,33088,2.1029934894742084,264168,3221225536,3,74,0,61440,314880,1
1310166966,270,8,513024,199483,790796,0,4.984556513651999,686748,3221225536,4,70,0,942080,0,1
1198221984,3343,7,6656,25599,26270434,32768,0.5120132376568994,70648,3221225536,7,123,0,122880,26248192,1
1376426007,259,83,5263360,8026958,6145217,33024,0.0,6053664,3758096416,5,232,0,13209600,6094848,1
1363608217,258,11,223232,33724,278996,32832,1.344359849401212,54388,3221225536,1,68,0,270336,259072,1
1325560313,258,11,185856,284491,492254,32832,2.9374224789720182,305198,3221225536,1,63,0,475136,481792,1
904187538,258,6,118784,4540,0,0,0.0,118381,3758096480,6,96,0,40960,0,1
1396988441,271,6,20480,4788,106294,0,0.0,45376,3221225536,1,59,0,57344,0,1
1401269207,258,11,443904,16342,2018147984,33088,0.2882136676589459,491520,3758096416,4,7,0,495616,272384,1
1221575007,8462,5,57344,229376,0,0,0.0,143360,3758096416,3,90,13,217088,0,1
1413651616,259,9,41472,99035,162397,33024,3.391634178362532,102400,3221225536,5,143,0,131072,0,1
2099200,271,5,43008,7013,0,0,0.0,96256,3758096480,1,11,0,0,0,1
1393342802,258,8,512,19838,0,34112,0.0815394123432416,11652,1610612768,1,1,0,24576,0,1
1178367811,271,6,119808,12641,0,0,0.0,110520,3221225600,8,154,0,200704,0,1
1367043205,271,6,6656,4480,66026,0,0.0,24532,3221225536,1,37,0,32768,0,1
4096,258,0,204800,1946526,0,32832,0.0,1089536,3758096480,1,2,0,1093632,0,1
1392230476,258,11,130048,15741,213271,33088,2.7183438883560718,70652,3221225536,7,105,0,122880,192512,1
1400227623,258,12,208896,21885,308540,33088,3.532043842228113,160176,3221225536,7,101,0,139264,286208,1
708992537,33166,2,12288,104912,0,0,0.0,102240,3221225536,14,141,0,135168,0,1
708992537,33167,2,17920,42488,1472975696,32768,0.0,40240,3221225536,8,96,0,69632,917424,1
1250668308,259,8,253952,4096,831731,0,6.148484595399348,417221,3758096416,8,152,0,618496,0,1
1290691548,8462,6,4096,21611,0,0,3.033010441781804,69632,3758096512,4,74,2,0,0,1
1394268136,271,6,46080,147977,0,0,2.173382735809705,199010,3221225536,1,65,0,249856,0,1
1441946601,258,12,287232,393102,1086727,33088,3.824387655275933,772652,3221225536,12,250,0,1028096,1042944,1
1374436921,258,11,387072,33355,325173,32832,2.186464812823737,123764,3221225536,1,67,0,339968,0,1
767980954,271,7,3584,20709,0,32768,1.8593593682489404,27338,3758096480,7,107,0,28672,0,1
1403102766,258,10,385024,61658,556199,33088,4.055230793532686,339684,3221225536,2,87,0,495616,506624,1
1369901355,258,10,489984,14511,0,34112,0.0,5951488,3221225600,8,171,0,6471680,1759056,1
1387178172,8450,8,335872,399752,842854,256,0.0,442286,3489660992,20,422,5,708608,782336,1
708992537,33166,2,21504,49600,2464331,32768,0.0,47336,3221225536,11,114,0,86016,2423968,1
1400139405,259,9,564224,12407,0,16384,3.4972568082526307,634880,3221225536,8,82,0,45056,0,1
1373561558,259,9,37888,54132,186995,33024,4.165885683665917,89112,3221225536,3,102,0,126976,128512,1
1431105171,14,1,24576,23926,0,0,2.4119679148513726,21403,3221327936,6,295,0,45056,0,1
1337036451,559,2,10240,5424,58248,0,0.0,21664,3227517056,4,85,0,0,0,1
1219272139,259,8,352256,116651,889801,0,3.260968271310821,476746,3758096384,11,286,0,602112,0,1
1408986821,258,11,47616,50293,740790,32832,2.1419439440175005,83680,3221225536,1,80,0,122880,693800,1
1271404072,35,9,340480,119932,802598,33024,0.0,613057,3221225536,0,0,0,856064,0,1
1395913100,258,10,380416,59674,568493,33088,4.135106609973709,333180,3221225536,7,113,0,172032,500480,1
33414033,259,10,4096,22400,0,33024,0.0,16384,3758096512,6,11,0,0,0,1
1399302234,258,10,383488,59866,542070,33088,4.222387324335874,334220,3221225536,7,112,0,172032,503552,1
1363078305,258,8,325120,5339,402570,34112,0.0,182272,3221225536,3,41,0,20480,333824,1
1363078305,258,8,306688,5339,352811,34112,0.0,174080,3221225536,3,41,0,20480,315392,1
1330606226,258,11,186368,291803,533913,32832,2.9444748989216487,312510,3221225536,1,63,0,483328,488960,1
1260053441,271,6,119808,12491,553917,32768,0.0,110456,3221225600,8,155,0,180224,565872,1
1438239877,259,11,371200,818250,1353006,33024,0.0,945512,3221225536,10,258,0,1302528,1298432,1
1431323592,258,9,670208,228700,1049090,33088,4.053753113522266,533468,3221225536,14,418,0,450560,0,1
1260053452,271,6,164864,12538,240495,32768,0.0,154712,3221225600,8,155,0,225280,212072,1
2099200,271,5,43008,6833,0,0,0.0,65536,3758096416,1,9,0,0,0,1
1363078305,258,8,308736,5339,351408,34112,0.0,176128,3221225536,3,41,0,20480,317440,1
1444317661,259,12,905216,4096,1246440,33024,5.589698874177705,4714496,3758096416,21,24,0,4718592,1285720,1
1150620696,258,9,6656,61873,0,32768,0.0,31232,3758096480,7,83,0,28672,0,1
1444800371,258,8,4096,366430,0,34112,0.1019104256627077,358244,1610612768,1,1,0,368640,0,1
708992537,33166,2,41984,152680,217060,0,0.0,148684,3221225536,22,249,0,200704,0,1
1260053532,271,6,308224,12538,592904,32768,0.0,298072,3221225600,8,155,0,614400,536720,1
1363078305,258,8,318976,5339,385997,34112,0.0,176128,3221225536,3,41,0,20480,327680,1
1288815443,8462,5,1536,4484,0,0,0.4243571372193959,566,3221225536,1,8,0,0,0,1
563203073,271,6,43008,5881,0,0,0.0,249856,3758096416,1,10,0,0,0,1
1434640672,271,6,12288,8636,0,1,3.705117607647949,5553,3221225536,6,245,0,0,0,1
1290097655,271,6,35328,84740,153019,0,0.0203931352360849,104938,3221226048,4,122,0,159744,0,1
1285663773,33166,2,158720,702768,0,0,0.0,694248,3221225536,24,470,0,806912,0,1
1420408378,259,6,1380864,22820,0,32769,0.1647650123505721,2293760,3758161952,3,89,0,57344,0,1
1178730005,8462,6,4096,13815520,0,0,0.0,13643776,3758096512,7,8,1,0,0,1
1420504568,271,5,5632,4096,0,0,2.7324317882628653,450560,3221487648,3,5,0,462848,0,1
1124807099,271,7,55296,74941,4305332,0,0.0,97365,3221225536,0,0,0,151552,4241160,1
1360798177,258,11,119296,72806,0,33088,2.3391655000492126,162285,3221225536,2,85,0,258048,0,1
1435565210,258,11,587776,718285,1521883,33088,0.0,912236,3221225536,10,271,0,1306624,1481728,1
998081970,271,7,20992,40960,60153,32768,0.0203931352360849,23296,3758096448,7,68,0,20480,0,1
1363568476,258,11,747520,99392,892945,32832,4.658887744873662,643072,3221225536,3,99,0,872448,0,1
1247529507,34,9,444928,51656,493387,32832,0.2013443283882104,440652,3221225536,7,152,0,77824,0,1
1261545610,259,10,36864,161424,2148945236,32768,0.0,118784,3758096512,2,7,0,163840,0,1
1299587833,34,10,137728,50000,256043,33088,0.2177699554580462,133256,3221225536,7,154,0,77824,0,1
1304412071,271,6,126464,8986,0,0,3.2775269577180075,125420,3221225536,2,23,0,0,0,1
1405328529,258,9,326144,15230,2018057496,33088,0.2975005573116089,458752,3758096416,4,7,0,462848,181248,1
1361959183,259,8,24576,26958,128094,0,0.7446974012927291,27931,3221225536,8,168,0,53248,57344,1
1260053441,271,6,119808,12491,0,32768,0.0,110456,3221225600,8,155,0,180224,67728,1
642182441,271,6,43008,6203,0,0,0.0,249856,3758096416,1,10,0,0,0,1
1392230476,258,11,130048,15741,213271,33088,2.7183438883560718,70652,3221225536,7,105,0,122880,192512,1
1401976648,258,9,345600,282887,1836079656,33088,4.467315370459426,434124,3221225536,14,424,0,589824,780800,1
1016228819,271,6,995328,422112,0,0,0.0098453368514291,851000,3221225536,10,261,0,1527808,0,1
1387565753,258,11,616448,256950,960024,32832,4.883443199974156,303606,3221225536,3,99,0,901120,0,1
1439699115,271,6,20480,42482,0,3,3.9753502384648223,42478,3221225536,7,301,0,0,0,1
1434440424,258,11,717312,43546,803907,33024,2.737976829916165,3979264,3221225536,4,83,0,126976,0,1
1352856197,8462,6,114176,46747,198588,0,2.5136135254642937,98950,3221225536,3,29,2,167936,155216,1
1391795269,258,10,282624,5491,2018189976,33088,2.1029934894742084,264168,3221225536,3,74,0,61440,314880,1
1247529507,34,9,219648,51656,278343,32832,0.2013443283882104,217088,3221225536,7,152,0,77824,0,1
1260053441,271,6,119808,12491,0,32768,0.0,110456,3221225600,8,155,0,188416,0,1
1392048453,258,10,462336,5231,2018370840,33088,2.1029934894742084,443880,3221225536,3,74,0,61440,494592,1
1435476490,271,6,20480,8354,0,0,2.286744164758253,5372,3221225536,5,222,0,24576,0,1
1351707409,271,6,40960,4212,130408,0,0.0,42892,3221225536,1,11,0,57344,0,1
1396647370,258,9,568320,470396,1233971,32832,4.529027837510816,624941,3221225536,18,468,0,884736,0,1
1413424139,259,9,31744,19155,0,32768,4.644188940407109,53275,3221225536,7,138,0,86016,883152,1
1404769423,259,9,839680,51234,0,32768,4.561948836432053,586560,3221225536,7,116,0,892928,890192,1
1351524783,259,10,8192,760912,375833,33088,0.0,434176,3758096512,9,14,0,761856,332288,1
1399211267,258,12,58368,21501,160581,33088,3.5325404945919288,83036,3221225536,7,99,0,139264,135168,1
708992537,33167,2,32768,411504,0,0,0.0,233472,3758096512,7,12,0,413696,0,1
1331678949,271,6,16384,5892,88303,0,0.0,31424,3221225536,1,102,0,45056,0,1
1364348026,271,6,16384,7880,74734,0,0.0,44580,3221225536,1,121,0,57344,0,1
1247527300,34,9,199680,884844,983561,0,0.0,342337,3791650848,0,0,0,909312,940544,1
1420382431,259,11,966144,136326,1210942,33024,3.8991628566579695,485152,3221225536,6,122,0,724992,1194880,1
708992537,33167,2,20480,42488,6459473,32768,0.0,40240,3221225536,8,96,0,69632,6406928,1
1323194233,271,6,28672,14864,256439,0,0.0,166392,3221225536,1,181,0,180224,0,1
